date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:40:04	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2024%20May%202024%2008:40:04%20GMT	https://new.gandilova.com/r-l7	/Users/bs/Apps/undangan/diandai/new.gandilova.com/r-l7.0.delayed	(from )
15:40:06	259787/259787	---MCZ	200	added ('OK')	text/html	date:Fri,%2024%20May%202024%2008:40:05%20GMT	https://new.gandilova.com/r-l7/	/Users/bs/Apps/undangan/diandai/new.gandilova.com/r-l7/index.html	(from )
15:40:06	94596/94596	---M-Z	200	added ('OK')	text/css	etag:%2217184-658d72d4-15c4d6a;gz%22	https://new.gandilova.com/wp-content/plugins/weddingpress/assets/css/modules/bdt-uikit.css?ver=3.15.1	/Users/bs/Apps/undangan/diandai/new.gandilova.com/wp-content/plugins/weddingpress/assets/css/modules/bdt-uikit5829.css	(from https://new.gandilova.com/r-l7/)
15:40:07	713/713	---M-Z	200	added ('OK')	application/rss+xml	etag:%224abcca384e70f17c61d4ffc30bcfd051%22	https://new.gandilova.com/r-l7/feed/	/Users/bs/Apps/undangan/diandai/new.gandilova.com/r-l7/feed/index.html	(from https://new.gandilova.com/r-l7/)
15:40:07	38644/38644	---M-Z	200	added ('OK')	text/css	etag:%2296f4-658d72d4-15c4d6c;gz%22	https://new.gandilova.com/wp-content/plugins/weddingpress/assets/css/modules/ep-helper.css?ver=3.1.7	/Users/bs/Apps/undangan/diandai/new.gandilova.com/wp-content/plugins/weddingpress/assets/css/modules/ep-helper9dfc.css	(from https://new.gandilova.com/r-l7/)
15:40:08	346146/346146	---MCZ	200	added ('OK')	application/rss+xml	etag:%22c4d4a47f88ba6962675ea7122c485e07%22	https://new.gandilova.com/feed/	/Users/bs/Apps/undangan/diandai/new.gandilova.com/feed/index.html	(from https://new.gandilova.com/r-l7/)
15:40:08	1966/1966	---M-Z	200	added ('OK')	application/rss+xml	etag:%224abcca384e70f17c61d4ffc30bcfd051%22	https://new.gandilova.com/comments/feed/	/Users/bs/Apps/undangan/diandai/new.gandilova.com/comments/feed/index.html	(from https://new.gandilova.com/r-l7/)
15:40:08	596/596	---M-Z	200	added ('OK')	text/css	etag:%22254-658d66fb-15c3f32;gz%22	https://new.gandilova.com/wp-content/plugins/flat-preloader/assets/css/flat-preloader-public.css?ver=1.16.0	/Users/bs/Apps/undangan/diandai/new.gandilova.com/wp-content/plugins/flat-preloader/assets/css/flat-preloader-publicf51d.css	(from https://new.gandilova.com/r-l7/)
15:40:09	72/72	---M--	200	added ('OK')	text/css	etag:%2248-658d66e6-15c3f18;;;%22	https://new.gandilova.com/wp-content/plugins/extensions-for-elementor-form/assets/style.css?ver=2.0.1	/Users/bs/Apps/undangan/diandai/new.gandilova.com/wp-content/plugins/extensions-for-elementor-form/assets/style7406.css	(from https://new.gandilova.com/r-l7/)
15:40:10	6236/6236	---M-Z	200	added ('OK')	text/css	etag:%22185c-658d72d4-15c4d67;gz%22	https://new.gandilova.com/wp-content/plugins/weddingpress/assets/css/exad-styles.min.css?ver=6.5.3	/Users/bs/Apps/undangan/diandai/new.gandilova.com/wp-content/plugins/weddingpress/assets/css/exad-styles.minef10.css	(from https://new.gandilova.com/r-l7/)
15:40:11	49474/49474	---M-Z	200	added ('OK')	text/css	etag:%22c142-658d72d4-15c4d34;gz%22	https://new.gandilova.com/wp-content/plugins/weddingpress/addons/comment-kit//css/wdp_style.css?ver=2.7.6	/Users/bs/Apps/undangan/diandai/new.gandilova.com/wp-content/plugins/weddingpress/addons/comment-kit/css/wdp_styled537.css	(from https://new.gandilova.com/r-l7/)
15:40:12	5756/5756	---M-Z	200	added ('OK')	text/css	etag:%22167c-658d679c-15c4be8;gz%22	https://new.gandilova.com/wp-content/themes/hello-elementor/style.min.css?ver=3.0.0	/Users/bs/Apps/undangan/diandai/new.gandilova.com/wp-content/themes/hello-elementor/style.min6e0e.css	(from https://new.gandilova.com/r-l7/)
15:40:13	5131/5131	---M-Z	200	added ('OK')	text/css	etag:%22140b-658d679c-15c4bf2;gz%22	https://new.gandilova.com/wp-content/themes/hello-elementor/theme.min.css?ver=3.0.0	/Users/bs/Apps/undangan/diandai/new.gandilova.com/wp-content/themes/hello-elementor/theme.min6e0e.css	(from https://new.gandilova.com/r-l7/)
